Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-18,1801.3333333333333,1812.5,1801.3333333333333,1810.8333740234375,45.66666666666667,0.0,0.0
2020-07-19,1804.1666666666667,1814.9000244140625,1804.1666666666667,1813.36669921875,67.33333333333334,0.0,0.0
2020-07-20,1807.0,1817.300048828125,1807.0,1815.9000244140625,89.0,0.0,0.0
2020-07-21,1822.0,1842.4000244140625,1822.0,1842.4000244140625,117.0,0.0,0.0
2020-07-22,1858.0999755859375,1867.0,1854.699951171875,1864.0999755859375,213.0,0.0,0.0
2020-07-23,1868.699951171875,1890.300048828125,1868.5,1889.0999755859375,133.0,0.0,0.0
2020-07-24,1884.300048828125,1897.300048828125,1884.300048828125,1897.300048828125,474.0,0.0,0.0
2020-07-25,1890.1000162760417,1910.86669921875,1890.0333658854167,1908.5333658854167,437.3333333333333,0.0,0.0
2020-07-26,1895.8999837239583,1924.433349609375,1895.7666829427083,1919.7666829427083,400.6666666666667,0.0,0.0
2020-07-27,1901.699951171875,1938.0,1901.5,1931.0,364.0,0.0,0.0
2020-07-28,1931.5,1944.699951171875,1928.5999755859375,1944.699951171875,825.0,0.0,0.0
2020-07-29,1953.199951171875,1953.5,1952.5999755859375,1953.5,209835.0,0.0,0.0
2020-07-30,1963.4000244140625,1965.0999755859375,1930.0,1942.300048828125,28853.0,0.0,0.0
2020-07-31,1948.5999755859375,1981.0999755859375,1948.0,1962.800048828125,2914.0,0.0,0.0
2020-08-01,1960.5,1982.1666666666667,1950.5,1963.86669921875,2170.3333333333335,0.0,0.0
2020-08-02,1972.4000244140625,1983.2333577473958,1953.0,1964.933349609375,1426.6666666666667,0.0,0.0
2020-08-03,1984.300048828125,1984.300048828125,1955.5,1966.0,683.0,0.0,0.0
2020-08-04,1971.0,2016.199951171875,1968.800048828125,2001.199951171875,2010.0,0.0,0.0
2020-08-05,2024.0,2050.199951171875,2011.0,2031.0999755859375,1422.0,0.0,0.0
2020-08-06,2045.5,2063.0,2040.0,2051.5,294.0,0.0,0.0
2020-08-07,2040.0999755859375,2055.0,2009.5999755859375,2010.0999755859375,808.0,0.0,0.0
2020-08-08,2035.5333251953125,2051.2666829427085,2012.2333170572917,2014.8666585286458,616.3333333333334,0.0,0.0
2020-08-09,2030.9666748046875,2047.5333658854167,2014.8666585286458,2019.6333414713542,424.6666666666667,0.0,0.0
2020-08-10,2026.4000244140625,2043.800048828125,2017.5,2024.4000244140625,233.0,0.0,0.0
2020-08-11,2012.4000244140625,2016.0,1904.0,1932.5999755859375,971.0,0.0,0.0
2020-08-12,1923.0,1946.5999755859375,1871.5999755859375,1934.9000244140625,404.0,0.0,0.0
2020-08-13,1921.5,1957.4000244140625,1916.9000244140625,1956.699951171875,71.0,0.0,0.0
2020-08-14,1938.699951171875,1947.4000244140625,1937.0,1937.0,201.0,0.0,0.0
2020-08-15,1942.3332926432292,1959.933349609375,1941.1999918619792,1953.0,166.33333333333334,0.0,0.0
2020-08-16,1945.9666341145833,1972.4666748046875,1945.3999837239583,1969.0,131.66666666666669,0.0,0.0
2020-08-17,1949.5999755859375,1985.0,1949.5999755859375,1985.0,97.0,0.0,0.0
2020-08-18,2001.0999755859375,2002.800048828125,1972.0999755859375,1999.4000244140625,92.0,0.0,0.0
2020-08-19,1980.0,1980.0,1938.699951171875,1958.699951171875,347.0,0.0,0.0
2020-08-20,1941.199951171875,1948.300048828125,1922.300048828125,1933.800048828125,106.0,0.0,0.0
2020-08-21,1941.0,1945.0,1908.9000244140625,1934.5999755859375,184.0,0.0,0.0
2020-08-22,1937.3999837239583,1943.3333333333333,1913.3333333333333,1932.2999674479167,151.0,0.0,0.0
2020-08-23,1933.7999674479167,1941.6666666666667,1917.7666422526042,1929.9999593098958,118.0,0.0,0.0
2020-08-24,1930.199951171875,1940.0,1922.199951171875,1927.699951171875,85.0,0.0,0.0
2020-08-25,1927.5,1928.5,1911.800048828125,1911.800048828125,176.0,0.0,0.0
2020-08-26,1909.699951171875,1950.800048828125,1909.699951171875,1940.699951171875,287.0,0.0,0.0
2020-08-27,1948.9000244140625,1972.5,1921.5999755859375,1921.5999755859375,2303.0,0.0,0.0
2020-08-28,1927.0999755859375,1971.300048828125,1922.5,1964.5999755859375,778.0,0.0,0.0
2020-08-29,1941.3999837239583,1971.300048828125,1932.7666829427083,1965.5999755859375,571.3333333333334,0.0,0.0
2020-08-30,1955.6999918619792,1971.300048828125,1943.0333658854167,1966.5999755859375,364.6666666666667,0.0,0.0
2020-08-31,1970.0,1971.300048828125,1953.300048828125,1967.5999755859375,158.0,0.0,0.0
2020-09-01,1961.699951171875,1986.300048828125,1961.699951171875,1968.199951171875,186.0,0.0,0.0
2020-09-02,1967.300048828125,1967.300048828125,1934.4000244140625,1934.4000244140625,71.0,0.0,0.0
2020-09-03,1937.0999755859375,1938.800048828125,1923.0,1927.5999755859375,179.0,0.0,0.0
2020-09-04,1927.9000244140625,1939.699951171875,1917.699951171875,1923.9000244140625,607.0,0.0,0.0
2020-09-05,1928.6500244140625,1939.2499694824219,1914.0499572753906,1926.1750183105469,523.0,0.0,0.0
2020-09-06,1929.4000244140625,1938.7999877929688,1910.3999633789062,1928.4500122070312,439.0,0.0,0.0
2020-09-07,1930.1500244140625,1938.3500061035156,1906.7499694824219,1930.7250061035156,355.0,0.0,0.0
2020-09-08,1930.9000244140625,1937.9000244140625,1903.0999755859375,1933.0,271.0,0.0,0.0
2020-09-09,1926.9000244140625,1946.199951171875,1924.5999755859375,1944.699951171875,219.0,0.0,0.0
2020-09-10,1944.0999755859375,1962.699951171875,1944.0999755859375,1954.199951171875,722.0,0.0,0.0
2020-09-11,1944.0,1949.5,1937.800048828125,1937.800048828125,73.0,0.0,0.0
2020-09-12,1944.7666829427083,1950.6999918619792,1939.5333658854167,1942.9000244140625,67.0,0.0,0.0
2020-09-13,1945.5333658854167,1951.8999837239583,1941.2666829427083,1948.0,61.0,0.0,0.0
2020-09-14,1946.300048828125,1953.0999755859375,1943.0,1953.0999755859375,55.0,0.0,0.0
2020-09-15,1955.800048828125,1968.5,1955.800048828125,1956.300048828125,74.0,0.0,0.0
2020-09-16,1961.300048828125,1961.4000244140625,1956.699951171875,1960.199951171875,124.0,0.0,0.0
2020-09-17,1939.0,1946.0,1933.699951171875,1940.0,67.0,0.0,0.0
2020-09-18,1950.5,1952.0999755859375,1949.0,1952.0999755859375,38.0,0.0,0.0
2020-09-19,1949.066650390625,1950.13330078125,1927.1333414713542,1935.13330078125,42.666666666666664,0.0,0.0
2020-09-20,1947.63330078125,1948.1666259765625,1905.2666829427083,1918.1666259765625,47.333333333333336,0.0,0.0
2020-09-21,1946.199951171875,1946.199951171875,1883.4000244140625,1901.199951171875,52.0,0.0,0.0
2020-09-22,1913.0999755859375,1913.0999755859375,1898.5999755859375,1898.5999755859375,331.0,0.0,0.0
2020-09-23,1875.5,1875.5,1859.9000244140625,1859.9000244140625,5.0,0.0,0.0
2020-09-24,1851.5,1868.300048828125,1851.5,1868.300048828125,365.0,0.0,0.0
2020-09-25,1856.300048828125,1857.699951171875,1856.300048828125,1857.699951171875,4.0,0.0,0.0
2020-09-26,1861.800048828125,1862.7333170572917,1861.800048828125,1862.7333170572917,3487.6666666666665,0.0,0.0
2020-09-27,1867.300048828125,1867.7666829427083,1867.300048828125,1867.7666829427083,6971.333333333333,0.0,0.0
2020-09-28,1872.800048828125,1872.800048828125,1872.800048828125,1872.800048828125,10455.0,0.0,0.0
2020-09-29,1876.5,1895.4000244140625,1872.4000244140625,1894.300048828125,3283.0,0.0,0.0
2020-09-30,1893.0,1899.699951171875,1879.800048828125,1887.5,600.0,0.0,0.0
2020-10-01,1884.0999755859375,1909.5999755859375,1882.5,1908.4000244140625,730.0,0.0,0.0
2020-10-02,1893.9000244140625,1913.0,1893.9000244140625,1900.199951171875,530.0,0.0,0.0
2020-10-03,1895.5666910807292,1913.8666585286458,1890.8333333333333,1904.2999674479167,806.6666666666667,0.0,0.0
2020-10-04,1897.2333577473958,1914.7333170572917,1887.7666422526042,1908.3999837239583,1083.3333333333335,0.0,0.0
2020-10-05,1898.9000244140625,1915.5999755859375,1884.699951171875,1912.5,1360.0,0.0,0.0
2020-10-06,1906.5999755859375,1918.0,1874.4000244140625,1901.0999755859375,968.0,0.0,0.0
2020-10-07,1874.0999755859375,1889.800048828125,1873.0999755859375,1883.5999755859375,50.0,0.0,0.0
2020-10-08,1893.0,1893.0,1882.699951171875,1888.5999755859375,348.0,0.0,0.0
2020-10-09,1909.300048828125,1929.0999755859375,1905.0999755859375,1919.5,580.0,0.0,0.0
2020-10-10,1914.2000325520833,1928.2333170572917,1910.5999755859375,1920.5,418.66666666666663,0.0,0.0
2020-10-11,1919.1000162760417,1927.3666585286458,1916.0999755859375,1921.5,257.3333333333333,0.0,0.0
2020-10-12,1924.0,1926.5,1921.5999755859375,1922.5,96.0,0.0,0.0
2020-10-13,1921.9000244140625,1922.199951171875,1887.0,1888.5,191.0,0.0,0.0
2020-10-14,1889.699951171875,1910.800048828125,1882.5,1901.300048828125,33.0,0.0,0.0
2020-10-15,1897.300048828125,1906.300048828125,1889.5999755859375,1903.199951171875,254.0,0.0,0.0
2020-10-16,1898.5,1900.800048828125,1898.5,1900.800048828125,53.0,0.0,0.0
2020-10-17,1901.433349609375,1903.1333821614583,1898.8333333333333,1902.6667073567708,49.666666666666664,0.0,0.0
2020-10-18,1904.36669921875,1905.4667154947917,1899.1666666666667,1904.5333658854167,46.333333333333336,0.0,0.0
2020-10-19,1907.300048828125,1907.800048828125,1899.5,1906.4000244140625,43.0,0.0,0.0
2020-10-20,1901.300048828125,1910.4000244140625,1896.0999755859375,1910.4000244140625,329.0,0.0,0.0
2020-10-21,1913.5999755859375,1927.300048828125,1913.5999755859375,1924.5999755859375,1202.0,0.0,0.0
2020-10-22,1924.300048828125,1924.300048828125,1898.199951171875,1901.0999755859375,899.0,0.0,0.0
2020-10-23,1899.9000244140625,1913.300048828125,1896.199951171875,1902.0,287.0,0.0,0.0
2020-10-24,1898.433349609375,1911.2000325520833,1895.2999674479167,1902.2333170572917,272.0,0.0,0.0
2020-10-25,1896.9666748046875,1909.1000162760417,1894.3999837239583,1902.4666341145833,257.0,0.0,0.0
2020-10-26,1895.5,1907.0,1893.5,1902.699951171875,242.0,0.0,0.0
2020-10-27,1904.5999755859375,1908.800048828125,1904.4000244140625,1908.800048828125,176.0,0.0,0.0
2020-10-28,1870.9000244140625,1876.199951171875,1870.9000244140625,1876.199951171875,277.0,0.0,0.0
2020-10-29,1876.0999755859375,1879.800048828125,1858.800048828125,1865.5999755859375,240.0,0.0,0.0
2020-10-30,1862.800048828125,1886.5999755859375,1862.800048828125,1877.4000244140625,725.0,0.0,0.0
2020-10-31,1866.1667073567708,1889.2999674479167,1866.1667073567708,1881.7333577473958,546.6666666666666,0.0,0.0
2020-11-01,1869.5333658854167,1891.9999593098958,1869.5333658854167,1886.0666910807292,368.3333333333333,0.0,0.0
2020-11-02,1872.9000244140625,1894.699951171875,1872.9000244140625,1890.4000244140625,190.0,0.0,0.0
2020-11-03,1891.5,1908.5,1891.5,1908.5,712.0,0.0,0.0
2020-11-04,1893.800048828125,1907.0,1885.300048828125,1894.5999755859375,782.0,0.0,0.0
2020-11-05,1901.699951171875,1948.0,1901.699951171875,1945.300048828125,135.0,0.0,0.0
2020-11-06,1940.800048828125,1958.800048828125,1940.800048828125,1950.300048828125,304.0,0.0,0.0
2020-11-07,1945.7333577473958,1960.2666829427083,1909.5666910807292,1917.933349609375,451.0,0.0,0.0
2020-11-08,1950.6666666666667,1961.7333170572917,1878.3333333333333,1885.566650390625,598.0,0.0,0.0
2020-11-09,1955.5999755859375,1963.199951171875,1847.0999755859375,1853.199951171875,745.0,0.0,0.0
2020-11-10,1879.300048828125,1885.300048828125,1871.199951171875,1875.4000244140625,276.0,0.0,0.0
2020-11-11,1878.800048828125,1878.800048828125,1855.5,1860.699951171875,222.0,0.0,0.0
2020-11-12,1869.0,1878.5,1866.5999755859375,1872.5999755859375,220.0,0.0,0.0
2020-11-13,1877.0,1890.0999755859375,1876.800048828125,1885.699951171875,240.0,0.0,0.0
2020-11-14,1876.1999918619792,1889.1666666666667,1874.86669921875,1886.2333170572917,162.0,0.0,0.0
2020-11-15,1875.3999837239583,1888.2333577473958,1872.933349609375,1886.7666829427083,84.0,0.0,0.0
2020-11-16,1874.5999755859375,1887.300048828125,1871.0,1887.300048828125,6.0,0.0,0.0
2020-11-17,1888.4000244140625,1888.4000244140625,1884.5,1884.5,59.0,0.0,0.0
2020-11-18,1873.5,1873.5,1873.5,1873.5,152.0,0.0,0.0
2020-11-19,1865.800048828125,1865.800048828125,1856.0,1861.0999755859375,59.0,0.0,0.0
2020-11-20,1871.199951171875,1872.5999755859375,1871.199951171875,1872.5999755859375,1900.0,0.0,0.0
2020-11-21,1859.066650390625,1861.0,1857.199951171875,1861.0,1547.6666666666667,0.0,0.0
2020-11-22,1846.933349609375,1849.4000244140625,1843.199951171875,1849.4000244140625,1195.3333333333335,0.0,0.0
2020-11-23,1834.800048828125,1837.800048828125,1829.199951171875,1837.800048828125,843.0,0.0,0.0
2020-11-24,1829.300048828125,1829.300048828125,1799.300048828125,1804.800048828125,1041.0,0.0,0.0
2020-11-25,1801.4000244140625,1805.699951171875,1801.4000244140625,1805.699951171875,205754.0,0.0,0.0
2020-11-26,1803.75,1811.3499755859375,1786.0499877929688,1793.7999877929688,138779.0,0.0,0.0
2020-11-27,1806.0999755859375,1817.0,1770.699951171875,1781.9000244140625,71804.0,0.0,0.0
2020-11-28,1799.066650390625,1807.066650390625,1767.8999837239583,1779.8333333333333,48917.66666666667,0.0,0.0
2020-11-29,1792.0333251953125,1797.13330078125,1765.1000162760417,1777.7666422526042,26031.333333333336,0.0,0.0
2020-11-30,1785.0,1787.199951171875,1762.300048828125,1775.699951171875,3145.0,0.0,0.0
2020-12-01,1775.0,1815.9000244140625,1774.9000244140625,1814.0999755859375,1859.0,0.0,0.0
2020-12-02,1811.300048828125,1830.0,1807.800048828125,1825.699951171875,771.0,0.0,0.0
2020-12-03,1829.199951171875,1842.0,1825.300048828125,1836.800048828125,1765.0,0.0,0.0
2020-12-04,1840.699951171875,1847.5999755859375,1828.199951171875,1835.9000244140625,1213.0,0.0,0.0
2020-12-05,1839.2999674479167,1854.0333251953125,1825.7333170572917,1844.5333658854167,1284.3333333333333,0.0,0.0
2020-12-06,1837.8999837239583,1860.4666748046875,1823.2666829427083,1853.1667073567708,1355.6666666666667,0.0,0.0
2020-12-07,1836.5,1866.9000244140625,1820.800048828125,1861.800048828125,1427.0,0.0,0.0
2020-12-08,1863.0,1875.800048828125,1861.800048828125,1870.800048828125,121.0,0.0,0.0
2020-12-09,1867.0999755859375,1867.0999755859375,1827.0,1834.5999755859375,215.0,0.0,0.0
2020-12-10,1833.199951171875,1849.0999755859375,1828.0,1833.5999755859375,177.0,0.0,0.0
2020-12-11,1838.5,1846.0,1829.0999755859375,1839.800048828125,109.0,0.0,0.0
2020-12-12,1837.5,1842.566650390625,1826.9666341145833,1836.1000162760417,158.66666666666666,0.0,0.0
2020-12-13,1836.5,1839.13330078125,1824.8332926432292,1832.3999837239583,208.33333333333331,0.0,0.0
2020-12-14,1835.5,1835.699951171875,1822.699951171875,1828.699951171875,258.0,0.0,0.0
2020-12-15,1833.5,1853.5999755859375,1833.199951171875,1852.300048828125,961.0,0.0,0.0
2020-12-16,1856.5,1864.699951171875,1850.5,1856.0999755859375,1090.0,0.0,0.0
2020-12-17,1874.199951171875,1896.199951171875,1874.199951171875,1887.199951171875,414.0,0.0,0.0
